ROW_ID,ITEMID,LABEL,FLUID,CATEGORY,LOINC_CODE
497,51297,Thrombin,Blood,Hematology,3243-3
500,51300,WBC Count,Blood,Hematology,26464-8
340,51140,Antithrombin,Blood,Hematology,27811-9
406,51206,Factor VIII,Blood,Hematology,3209-4
428,51228,Heparin,Blood,Hematology,13055-9
479,51279,Red Blood Cells,Blood,Hematology,789-8
491,51291,Sickle Cells,Blood,Hematology,801-1
422,51222,Hemoglobin,Blood,Hematology,718-7
330,51130,Absolute CD3 Count,Blood,Hematology,8124-0
394,51194,"CD8 Cells, Percent",Blood,Hematology,8137-2
403,51203,Factor IX,Blood,Hematology,3188-0
332,51132,Absolute CD8 Count,Blood,Hematology,8138-0
417,51217,Glyco A,Blood,Hematology,17221-3
446,51246,Macrocytes,Blood,Hematology,738-5
361,51161,CD16,Blood,Hematology,8115-8
345,51145,Basophilic Stippling,Blood,Hematology,703-9
399,51199,Eosinophil Count,Blood,Hematology,26449-9
420,51220,Heinz Body Prep,Blood,Hematology,48068-1
448,51248,MCH,Blood,Hematology,785-6
467,51267,Poikilocytosis,Blood,Hematology,779-9
436,51236,Inpatient Hematology/Oncology Smear,Blood,Hematology,
387,51187,CD55,Blood,Hematology,17175-1
427,51227,Hemogloblin S,Blood,Hematology,4622-7
440,51240,Large Platelets,Blood,Hematology,34167-7
377,51177,CD33,Blood,Hematology,8102-6
409,51209,Factor XI,Blood,Hematology,3226-8
352,51152,CD10,Blood,Hematology,8107-5
419,51219,H/O Smear,Blood,Hematology,38924-7
471,51271,"Protein C, Functional",Blood,Hematology,27818-4
395,51195,Collagen,Blood,Hematology,
367,51167,CD2,Blood,Hematology,8118-2
423,51223,Hemoglobin A2,Blood,Hematology,4552-6
444,51244,Lymphocytes,Blood,Hematology,731-0
465,51265,Platelet Count,Blood,Hematology,777-3
474,51274,PT,Blood,Hematology,5902-2
490,51290,Sickle Cell Preparation,Blood,Hematology,6864-3
492,51292,Spherocytes,Blood,Hematology,802-9
360,51160,CD16/56,Blood,Hematology,18267-5
376,51176,"CD3 Cells, Percent",Blood,Hematology,8122-4
383,51183,CD45,Blood,Hematology,8130-7
463,51263,Plasma Cells,Blood,Hematology,13047-6
341,51141,APT Test,Blood,Hematology,
375,51175,CD3 Absolute Count,Blood,Hematology,
355,51155,CD11c,Blood,Hematology,8109-1
378,51178,CD34,Blood,Hematology,8125-7
369,51169,CD20 %,Blood,Hematology,
488,51288,Sedimentation Rate,Blood,Hematology,4537-7
365,51165,CD19 %,Blood,Hematology,
408,51208,Factor X,Blood,Hematology,3218-5
412,51212,Fetal Hemoglobin,Blood,Hematology,4576-5
430,51230,HLA-DR,Blood,Hematology,32621-5
449,51249,MCHC,Blood,Hematology,786-4
453,51253,Monocyte Count,Blood,Hematology,26484-6
435,51235,Inhibitor Screen,Blood,Hematology,
660,51460,"Blood, Occult",Stool,Hematology,2335-8
673,51473,Cysteine Crystals,Urine,Hematology,5782-8
694,51494,RBC Casts,Urine,Hematology,5807-3
676,51476,Epithelial Cells,Urine,Hematology,5787-7
679,51479,Granular Casts,Urine,Hematology,5793-5
687,51487,Nitrite,Urine,Hematology,5802-4
683,51483,Hyphenated Yeast,Urine,Hematology,41865-7
675,51475,Epithelial Casts,Urine,Hematology,
665,51465,Bilirubin Crystals,Urine,Hematology,5771-1
697,51497,Renal Epithelial Cells,Urine,Hematology,26052-1
719,51519,Yeast,Urine,Hematology,5822-2
713,51513,Urine Specimen Type,Urine,Hematology,19159-3
689,51489,NonSquamous Epithelial Cell,Urine,Hematology,41284-1
705,51505,Uric Acid Crystals,Urine,Hematology,5817-2
711,51511,Urine Fat Bodies,Urine,Hematology,2272-3
662,51462,Amorphous Crystals,Urine,Hematology,8246-1
664,51464,Bilirubin,Urine,Hematology,5770-3
680,51480,Hematocrit,Urine,Hematology,17809-5
715,51515,Waxy Casts,Urine,Hematology,5819-8
703,51503,Triple Phosphate Crystals,Urine,Hematology,5814-9
707,51507,"Urine Casts, Other",Urine,Hematology,9842-6
693,51493,RBC,Urine,Hematology,5808-1
714,51514,Urobilinogen,Urine,Hematology,5818-0
681,51481,Hemosiderin,Urine,Hematology,4644-1
684,51484,Ketone,Urine,Hematology,5797-6
710,51510,"Urine Crystals, Other",Urine,Hematology,5783-6
701,51501,Transitional Epithelial Cells,Urine,Hematology,30089-7
672,51472,Cholesterol Crystals,Urine,Hematology,5777-8
671,51471,Cellular Cast,Urine,Hematology,
666,51466,Blood,Urine,Hematology,5794-3
688,51488,Non-squamous Epithelial Cells,Urine,Hematology,41284-1
663,51463,Bacteria,Urine,Hematology,5769-5
661,51461,Ammonium Biurate,Urine,Hematology,12454-5
692,51492,Protein,Urine,Hematology,5804-0
716,51516,WBC,Urine,Hematology,5821-4
690,51490,Oval Fat Body,Urine,Hematology,
682,51482,Hyaline Casts,Urine,Hematology,5796-8
704,51504,Tyrosine Crystals,Urine,Hematology,5815-6
669,51469,Calcium Oxalate Crystals,Urine,Hematology,5774-5
698,51498,Specific Gravity,Urine,Hematology,5811-5
695,51495,RBC Clumps,Urine,Hematology,
667,51467,Broad Casts,Urine,Hematology,18487-9
668,51468,Calcium Carbonate Crystals,Urine,Hematology,5773-7
712,51512,Urine Mucous,Urine,Hematology,8247-9
718,51518,WBC Clumps,Urine,Hematology,
702,51502,Trichomonas,Urine,Hematology,32724-7
685,51485,Leucine Crystals,Urine,Hematology,5798-4
709,51509,Urine Comments,Urine,Hematology,
717,51517,WBC Casts,Urine,Hematology,5820-6
696,51496,"Reducing Substances, Urine",Urine,Hematology,
706,51506,Urine Appearance,Urine,Hematology,5767-9
708,51508,Urine Color,Urine,Hematology,5778-6
677,51477,Free Fat,Urine,Hematology,53359-6
674,51474,Eosinophils,Urine,Hematology,25156-1
678,51478,Glucose,Urine,Hematology,5792-7
686,51486,Leukocytes,Urine,Hematology,5799-2
691,51491,pH,Urine,Hematology,5803-2
699,51499,Sperm,Urine,Hematology,8248-7
670,51470,Calcium Phosphate Crystals,Urine,Hematology,5775-2
700,51500,Sulfonamides,Urine,Hematology,5812-3
328,51128,"WBC, Ascites",Ascites,Hematology,26468-9
312,51112,Basophils,Ascites,Hematology,35069-4
315,51115,"Hematocrit, Ascites",Ascites,Hematology,
310,51110,Atypical Lymphocytes,Ascites,Hematology,33369-0
314,51114,Eosinophils,Ascites,Hematology,30380-0
320,51120,Monocytes,Ascites,Hematology,26488-7
321,51121,Myelocytes,Ascites,Hematology,
326,51126,Promyelocytes,Ascites,Hematology,
322,51122,Nucleated RBC,Ascites,Hematology,
323,51123,Other,Ascites,Hematology,
329,51129,Young,Ascites,Hematology,
317,51117,Macrophage,Ascites,Hematology,40517-5
311,51111,Bands,Ascites,Hematology,
324,51124,Plasma,Ascites,Hematology,40518-3
327,51127,"RBC, Ascites",Ascites,Hematology,26457-2
313,51113,Blasts,Ascites,Hematology,
325,51125,Polys,Ascites,Hematology,26520-7
318,51118,Mesothelial Cell,Ascites,Hematology,30432-9
316,51116,Lymphocytes,Ascites,Hematology,26482-0
319,51119,Metamyelocytes,Ascites,Hematology,
647,51447,Macrophages,Pleural,Hematology,40520-9
642,51442,Basophils,Pleural,Hematology,35070-2
658,51458,"WBC, Pleural",Pleural,Hematology,26467-1
655,51455,Polys,Pleural,Hematology,26519-9
659,51459,Young Cells,Pleural,Hematology,
645,51445,"Hematocrit, Pleural",Pleural,Hematology,
657,51457,"RBC, Pleural",Pleural,Hematology,26456-4
652,51452,NRBC,Pleural,Hematology,
644,51444,Eosinophils,Pleural,Hematology,30379-2
641,51441,Bands,Pleural,Hematology,
640,51440,Atypical Lymphocytes,Pleural,Hematology,33370-8
648,51448,Mesothelial Cells,Pleural,Hematology,30431-1
649,51449,Metamyelocytes,Pleural,Hematology,
646,51446,Lymphocytes,Pleural,Hematology,26481-2
651,51451,Myelocytes,Pleural,Hematology,
653,51453,Other,Pleural,Hematology,
656,51456,Promyelocytes,Pleural,Hematology,
650,51450,Monos,Pleural,Hematology,33362-5
643,51443,Blasts,Pleural,Hematology,
654,51454,Plasma Cells,Pleural,Hematology,40522-5
506,51306,CD11c,Bone Marrow,Hematology,33202-3
534,51334,CD8,Bone Marrow,Hematology,51372-1
522,51322,CD38,Bone Marrow,Hematology,
507,51307,CD13,Bone Marrow,Hematology,51237-6
519,51319,CD3,Bone Marrow,Hematology,32529-0
505,51305,CD117,Bone Marrow,Hematology,42866-4
511,51311,CD16,Bone Marrow,Hematology,
532,51332,CD7,Bone Marrow,Hematology,35641-0
504,51304,CD103,Bone Marrow,Hematology,51221-0
518,51318,CD25,Bone Marrow,Hematology,
520,51320,CD33,Bone Marrow,Hematology,51293-9
516,51316,CD22,Bone Marrow,Hematology,
539,51339,Iron Stain,Bone Marrow,Hematology,13513-7
536,51336,Glyco A,Bone Marrow,Hematology,33208-0
542,51342,Wright Giemsa,Bone Marrow,Hematology,10355-6
524,51324,CD41,Bone Marrow,Hematology,51319-2
529,51329,CD57,Bone Marrow,Hematology,
510,51310,CD15,Bone Marrow,Hematology,51251-7
533,51333,CD71,Bone Marrow,Hematology,
526,51326,CD5,Bone Marrow,Hematology,35640-2
540,51340,Kappa,Bone Marrow,Hematology,
503,51303,CD10,Bone Marrow,Hematology,51216-0
523,51323,CD4,Bone Marrow,Hematology,51301-0
521,51321,CD34,Bone Marrow,Hematology,57400-4
508,51308,CD138,Bone Marrow,Hematology,
513,51313,CD19,Bone Marrow,Hematology,32525-8
535,51335,FMC-7,Bone Marrow,Hematology,
528,51328,CD56,Bone Marrow,Hematology,
517,51317,CD23,Bone Marrow,Hematology,51268-1
538,51338,Immunophenotyping,Bone Marrow,Hematology,
527,51327,CD55,Bone Marrow,Hematology,51344-0
541,51341,Lambda,Bone Marrow,Hematology,
531,51331,CD64,Bone Marrow,Hematology,51365-5
525,51325,CD45,Bone Marrow,Hematology,51340-8
530,51330,CD59,Bone Marrow,Hematology,51358-0
515,51315,CD20,Bone Marrow,Hematology,
509,51309,CD14,Bone Marrow,Hematology,32507-6
512,51312,CD16/56,Bone Marrow,Hematology,51255-8
537,51337,HLA-DR,Bone Marrow,Hematology,51380-4
514,51314,CD2,Bone Marrow,Hematology,32527-4
565,51365,Atypical Lymphocytes,Joint Fluid,Hematology,33371-6
580,51380,NRBC,Joint Fluid,Hematology,48040-0
581,51381,Other,Joint Fluid,Hematology,
579,51379,Monocytes,Joint Fluid,Hematology,17835-0
571,51371,"Joint Crystals, Comment",Joint Fluid,Hematology,
583,51383,"RBC, Joint Fluid",Joint Fluid,Hematology,26458-0
584,51384,"WBC, Joint Fluid",Joint Fluid,Hematology,26469-7
574,51374,"Joint Crystals, Shape",Joint Fluid,Hematology,
569,51369,"Hematocrit, Joint Fluid",Joint Fluid,Hematology,
570,51370,"Joint Crystals, Birefringence",Joint Fluid,Hematology,
576,51376,Macrophage,Joint Fluid,Hematology,33376-5
577,51377,Mesothelial Cells,Joint Fluid,Hematology,33365-8
578,51378,Metamyelocytes,Joint Fluid,Hematology,
568,51368,Eosinophils,Joint Fluid,Hematology,17834-3
572,51372,"Joint Crystals, Location",Joint Fluid,Hematology,
573,51373,"Joint Crystals, Number",Joint Fluid,Hematology,
575,51375,Lymphocytes,Joint Fluid,Hematology,26483-8
566,51366,Bands,Joint Fluid,Hematology,33361-7
582,51382,Polys,Joint Fluid,Hematology,26522-3
567,51367,Basophils,Joint Fluid,Hematology,17833-5
601,51401,CD22,Other Body Fluid,Hematology,42875-5
625,51425,Kappa,Other Body Fluid,Hematology,
594,51394,CD14,Other Body Fluid,Hematology,51248-3
615,51415,CD64,Other Body Fluid,Hematology,51366-3
587,51387,Basophils,Other Body Fluid,Hematology,28543-7
621,51421,Glyco A,Other Body Fluid,Hematology,57430-1
595,51395,CD15,Other Body Fluid,Hematology,51252-5
624,51424,Immunophenotyping,Other Body Fluid,Hematology,
638,51438,"RBC, Other Fluid",Other Body Fluid,Hematology,26455-6
593,51393,CD138,Other Body Fluid,Hematology,42871-4
599,51399,CD2,Other Body Fluid,Hematology,17827-7
597,51397,CD16/56,Other Body Fluid,Hematology,18268-3
637,51437,Promyelocytes,Other Body Fluid,Hematology,17799-8
598,51398,CD19,Other Body Fluid,Hematology,17829-3
610,51410,CD41,Other Body Fluid,Hematology,51320-0
591,51391,CD11c,Other Body Fluid,Hematology,51232-7
635,51435,Plasma,Other Body Fluid,Hematology,17803-8
589,51389,CD103,Other Body Fluid,Hematology,
626,51426,Lambda,Other Body Fluid,Hematology,
620,51420,FMC-7,Other Body Fluid,Hematology,57428-5
623,51423,HLA-DR,Other Body Fluid,Hematology,51381-2
596,51396,CD16,Other Body Fluid,Hematology,
617,51417,CD71,Other Body Fluid,Hematology,57426-9
630,51430,Metamyelocytes,Other Body Fluid,Hematology,17801-2
588,51388,CD10,Other Body Fluid,Hematology,51217-8
618,51418,CD8,Other Body Fluid,Hematology,17824-4
607,51407,CD38,Other Body Fluid,Hematology,51299-6
585,51385,Atypical Lymphocytes,Other Body Fluid,Hematology,30417-0
616,51416,CD7,Other Body Fluid,Hematology,57425-1
605,51405,CD33,Other Body Fluid,Hematology,51294-7
586,51386,Bands,Other Body Fluid,Hematology,26510-8
613,51413,CD56,Other Body Fluid,Hematology,57424-4
629,51429,Mesothelial cells,Other Body Fluid,Hematology,28544-5
606,51406,CD34,Other Body Fluid,Hematology,
609,51409,CD4/CD8 Ratio,Other Body Fluid,Hematology,18266-7
608,51408,CD4,Other Body Fluid,Hematology,17822-8
611,51411,CD45,Other Body Fluid,Hematology,17823-6
600,51400,CD20,Other Body Fluid,Hematology,57418-6
619,51419,Eosinophils,Other Body Fluid,Hematology,26452-3
633,51433,NRBC,Other Body Fluid,Hematology,
627,51427,Lymphocytes,Other Body Fluid,Hematology,11031-2
622,51422,"Hematocrit, Other Fluid",Other Body Fluid,Hematology,11153-4
614,51414,CD57,Other Body Fluid,Hematology,
628,51428,Macrophage,Other Body Fluid,Hematology,12230-9
590,51390,CD117,Other Body Fluid,Hematology,42867-2
631,51431,Monos,Other Body Fluid,Hematology,10330-9
603,51403,CD25,Other Body Fluid,Hematology,
634,51434,Other Cell,Other Body Fluid,Hematology,
612,51412,CD5,Other Body Fluid,Hematology,57423-6
636,51436,Polys,Other Body Fluid,Hematology,26518-1
632,51432,Myelocytes,Other Body Fluid,Hematology,17800-4
602,51402,CD23,Other Body Fluid,Hematology,51269-9
604,51404,CD3,Other Body Fluid,Hematology,17826-9
592,51392,CD13,Other Body Fluid,Hematology,51238-4
639,51439,"WBC, Other Fluid",Other Body Fluid,Hematology,26466-3
547,51347,Eosinophils,Cerebrospinal Fluid (CSF),Hematology,26451-5
543,51343,Atypical Lymphocytes,Cerebrospinal Fluid (CSF),Hematology,30416-2
553,51353,Mesothelial cells,Cerebrospinal Fluid (CSF),Hematology,30429-5
556,51356,Myelocytes,Cerebrospinal Fluid (CSF),Hematology,30447-7
564,51364,Young,Cerebrospinal Fluid (CSF),Hematology,
551,51351,Lymphs,Cerebrospinal Fluid (CSF),Hematology,26479-6
555,51355,Monocytes,Cerebrospinal Fluid (CSF),Hematology,26486-1
563,51363,"WBC, CSF",Cerebrospinal Fluid (CSF),Hematology,26465-5
546,51346,Blasts,Cerebrospinal Fluid (CSF),Hematology,26447-3
548,51348,"Hematocrit, CSF",Cerebrospinal Fluid (CSF),Hematology,30398-2
544,51344,Bands,Cerebrospinal Fluid (CSF),Hematology,26509-0
561,51361,Promyelocytes,Cerebrospinal Fluid (CSF),Hematology,
559,51359,Plasma,Cerebrospinal Fluid (CSF),Hematology,47413-0
552,51352,Macrophage,Cerebrospinal Fluid (CSF),Hematology,30426-1
558,51358,Other,Cerebrospinal Fluid (CSF),Hematology,
549,51349,Hypersegmented Neutrophils,Cerebrospinal Fluid (CSF),Hematology,26506-6
562,51362,"RBC, CSF",Cerebrospinal Fluid (CSF),Hematology,26454-9
550,51350,Immunophenotyping,Cerebrospinal Fluid (CSF),Hematology,
560,51360,Polys,Cerebrospinal Fluid (CSF),Hematology,26517-3
554,51354,Metamyelocytes,Cerebrospinal Fluid (CSF),Hematology,30366-9
557,51357,NRBC,Cerebrospinal Fluid (CSF),Hematology,48778-5
545,51345,Basophils,Cerebrospinal Fluid (CSF),Hematology,30374-3
