ROW_ID,CGID,LABEL,DESCRIPTION
2111,16057,RN,
3116,17068,RN,
1068,15068,RN,
1307,15242,RN,
5361,19364,RN,
4786,18721,RN,
4177,18126,RN,
4304,18253,RN,
4360,18361,RN,
4447,18448,RN,
1024,15024,RN,
365,14296,RN,
1586,15521,RN,
5001,18937,RN,
5609,19612,RN,
7045,21296,RN,
212,14274,RN,
2168,16114,RN,
3516,17517,RN,
1150,15150,RN,
1309,15244,RN,
3745,17746,RN,
3867,17816,RN,
3943,17892,RN,
4274,18223,RN,
3833,18292,RN,
927,14927,RN,
2012,16012,RN,
2024,16024,RN,
2086,16524,RN,
5142,19078,RN,
6292,20295,RN,
631,14562,RN,
2903,16903,RN,
3315,17267,RN,
1048,15048,RN,
1306,15241,RN,
1382,15317,RN,
1534,15469,RN,
1823,15823,RN,
5151,19087,RN,
4751,19150,RN,
3583,17584,RN,
6464,20467,RN,
6558,20992,RN,
7386,21095,RN,
855,14855,RN,
220,14282,RN,
3050,17002,RN,
3307,17259,RN,
4994,18930,RN,
3869,17818,RN,
4290,18239,RN,
4355,18356,RN,
6830,20782,RN,
2216,16162,RN,
3457,17458,RN,
3173,17125,RN,
3679,17680,RN,
3738,17739,RN,
4005,17954,RN,
364,14295,RN,
3453,17454,RN,
3241,17193,RN,
1320,15255,RN,
1482,15417,RN,
5418,19421,RN,
3814,18273,RN,
491,14422,RN,
2026,16026,RN,
2185,16131,RN,
4637,18639,RN,
2633,16633,RN,
5253,19256,RN,
5309,19312,RN,
3836,18295,RN,
4422,18423,RN,
4584,18585,RN,
7343,21052,RN,
998,14998,RN,
501,14432,RN,
1986,15986,RN,
3438,17439,RN,
2865,16865,RN,
2869,16869,RN,
4651,18653,RN,
2449,16395,RN,
5252,19255,RN,
5448,19451,RN,
4914,18850,RN,
4984,18920,RN,
3621,17622,RN,
3774,17775,RN,
3998,17947,RN,
6827,20779,RN,
6829,20781,RN,
6873,20825,RN,
989,14989,RN,
990,14990,RN,
3498,17499,RN,
4649,18651,RN,
1289,15224,RN,
2658,16658,RN,
4010,17959,RN,
4089,18038,RN,
4146,18095,RN,
6896,20848,RN,
5631,19634,RN,
5868,19821,RN,
1983,15983,RN,
2010,16010,RN,
3237,17189,RN,
1520,15455,RN,
1930,15930,RN,
4699,18701,RN,
4713,18715,RN,
4865,18801,RN,
3657,17658,RN,
4037,17986,RN,
6842,20794,RN,
6862,20814,RN,
6218,20221,RN,
727,14658,RN,
774,14774,RN,
3265,17217,RN,
1385,15320,RN,
1712,15712,RN,
4300,18249,RN,
3848,18307,RN,
4421,18422,RN,
6725,20677,RN,
1027,15027,RN,
678,14609,RN,
3507,17508,RN,
2949,16949,RN,
2487,16433,RN,
5124,19060,RN,
5131,19067,RN,
3587,17588,RN,
3596,17597,RN,
3602,17603,RN,
6475,20478,RN,
6891,20843,RN,
6061,20014,RN,
2342,16288,RN,
444,14375,RN,
2178,16124,RN,
2916,16916,RN,
1064,15064,RN,
1104,15104,RN,
1161,15161,RN,
1458,15393,RN,
1916,15916,RN,
4690,18692,RN,
4709,18711,RN,
4006,17955,RN,
4506,18507,RN,
6315,20318,RN,
6888,20840,RN,
669,14600,RN,
863,14863,RN,
124,14186,RN,
3264,17216,RN,
1227,15630,RN,
3586,17587,RN,
4364,18365,RN,
4460,18461,RN,
6979,20931,RN,
5872,19825,RN,
7307,21558,RN,
834,14834,RN,
436,14367,RN,
3254,17206,RN,
1595,15530,RN,
5154,19090,RN,
3677,17678,RN,
6465,20468,RN,
7014,20966,RN,
7324,21033,RN,
7427,21136,RN,
3471,17472,RN,
1821,15821,RN,
4820,18755,RN,
4966,18902,RN,
3970,17919,RN,
3847,18306,RN,
1978,15978,RN,
1348,15283,RN,
1762,15762,RN,
1808,15808,RN,
1824,15824,RN,
4788,18723,RN,
3593,17594,RN,
6828,20780,RN,
7517,21226,RN,
318,14716,RN,
2194,16140,RN,
3244,17196,RN,
3288,17240,RN,
1516,15451,RN,
5325,19328,RN,
4785,18720,RN,
3909,17858,RN,
4551,18552,RN,
4574,18575,RN,
6507,20510,RN,
6741,20693,RN,
6769,20721,RN,
6554,20988,RN,
6253,20256,RN,
6259,20262,RN,
6294,20297,RN,
865,14865,RN,
2735,16735,RN,
1067,15067,RN,
5155,19091,RN,
4710,18712,RN,
4293,18242,RN,
3827,18286,RN,
4535,18536,RN,
7521,21230,RN,
872,14872,RN,
2170,16116,RN,
3149,17101,RN,
1506,15441,RN,
1587,15522,RN,
5135,19071,RN,
4850,18785,RN,
4861,18796,RN,
3699,17700,RN,
3706,17707,RN,
6870,20822,RN,
7509,21218,RN,
5962,19915,RN,
179,14241,RN,
446,14377,RN,
502,14433,RN,
3130,17082,RN,
4674,18676,RN,
1365,15300,RN,
1457,15392,RN,
5113,19049,RN,
5327,19330,RN,
3674,17675,RN,
3829,18288,RN,
6308,20311,RN,
2196,16142,RN,
3263,17215,RN,
1254,15189,RN,
1670,15670,RN,
1690,15690,RN,
5129,19065,RN,
4683,18685,RN,
3648,17649,RN,
6530,20533,RN,
7011,20963,RN,
1343,15278,RT,
2043,16043,RT,
6312,20315,RT,
3302,17254,SN,
3634,17635,SN,
4916,18852,SN,
153,14215,SN,
3557,17558,SN,
3139,17091,SN,
2592,16592,SN,
4950,18886,SN,
2457,16403,St,
6466,20469,St,
5348,19351,St,
4697,18699,St,
7042,21293,St,
6239,20242,St,
59,14121,St,
3342,17294,St,
1726,15726,St,
1757,15757,St,
1321,15256,UA,
1013,15013,UA,
3451,17452,UA,
77,14139,UA,
2482,16428,UA,
1364,15299,UA,
5732,19685,UA,
2666,16666,UA,
4227,18176,UA,
609,14540,UA,
1608,15543,UA,
6499,20502,UA,
2103,16049,UC,
4138,18087,UC,
1016,15016,UC,
4576,18577,UC,
4191,18140,UC,
4426,18427,UC,
7502,21211,VS,
7259,21510,md,
7275,21526,md,
7276,21527,md,
7280,21531,md,
7258,21509,md,
7277,21528,md,
3039,17390,ms,
7008,20960,ms,
7321,21030,ms,
3910,17859,ms,
5978,19931,na,
367,14298,rn,
2864,16864,rn,
860,14860,rn,
3175,17127,CCP,
2847,16847,CRA,
4663,18665,CRT,
3620,17621,CRT,
139,14201,CRT,
3784,17785,CRT,
7271,21522,CRT,
3255,17207,DPM,
1793,15793,DRM,
5580,19583,HMS,
3856,17805,LPN,
7282,21533,MDS,
1904,15904,MDs,
108,14170,MDs,
1932,15932,MDs,
4125,18074,MDs,
197,14259,MDs,
4503,18504,MDs,
7449,21158,MDs,
7188,21439,MDs,
6442,20445,MDs,
6771,20723,MDs,
6897,20849,MDs,
1313,15248,MDs,
56,14118,MDs,
3427,17428,MDs,
6533,20536,MDs,
7370,21079,MDs,
1923,15923,MDs,
5465,19468,MDs,
7175,21426,MDs,
251,14026,MDs,
7454,21163,MDs,
80,14142,MDs,
3431,17432,MDs,
2921,16921,MDs,
3883,17832,MDs,
6522,20525,MDs,
847,14847,MDs,
1271,15206,MDs,
1598,15533,MDs,
2675,16675,MDs,
234,14009,MDs,
7318,21569,MDs,
2813,16813,MDs,
1292,15227,MDs,
5864,19817,MDs,
3941,17890,MDs,
5121,19057,MDs,
3010,17361,MDs,
2376,16322,MDs,
4236,18185,MDs,
3810,18269,MDs,
867,14867,MDs,
3232,17184,MDs,
7165,21416,MDs,
2409,16355,MDs,
4482,18483,MDs,
1946,15946,MDs,
1682,15682,MDs,
4968,18904,MDs,
6302,20305,MDs,
1372,15307,MDs,
1574,15509,MDs,
2335,16281,MDs,
1285,15220,MDs,
5394,19397,MDs,
6537,20540,MDs,
4829,18764,MDs,
7295,21546,MDs,
2019,16019,MDs,
2932,16932,MDs,
3079,17031,MDs,
1544,15479,MFD,
474,14405,MSI,
6210,20213,MSV,
5588,19591,NNP,
6883,20835,NNP,
4704,18706,NNP,
4758,19157,NNP,
4140,18089,NNP,
4306,18255,NNP,
3658,17659,NPS,
459,14390,NSV,
4484,18485,PCA,
4163,18112,PCA,
1972,15972,PCA,
1005,15005,PCA,
1419,15354,PCA,
3772,17773,PCA,
6229,20232,PCA,
101,14163,PCA,
2189,16135,PCA,
530,14461,PCA,
4798,18733,PCA,
3622,17623,PCA,
588,14519,PCA,
1985,15985,PCA,
3278,17230,PCA,
5134,19070,PCA,
3775,17776,PCA,
3860,17809,PCA,
4401,18402,PCA,
6481,20484,PCA,
6289,20292,PCA,
6736,20688,PCA,
3763,17764,PCA,
2152,16098,PCA,
857,14857,PCA,
4141,18090,PCA,
6414,20417,PCA,
4750,19149,PCA,
5136,19072,PCA,
5876,19829,PCA,
3770,17771,PCS,
5366,19369,PCT,
224,14286,PCT,
368,14299,PCT,
7096,21347,PCT,
2661,16661,PCT,
3647,17648,PCT,
3624,17625,PCT,
2050,16488,PCT,
3518,17519,PCT,
2089,16527,PCT,
4407,18408,PCT,
4194,18143,PCT,
3419,17420,PCT,
7451,21160,PCT,
4583,18584,PCT,
7338,21047,PSt,
2504,16450,PhD,
2212,16158,PhD,
4836,18771,RES,
5261,19264,RHP,
2923,16923,RNC,
1002,15002,RNC,
816,14816,RNC,
2928,16928,RNC,
3670,17671,RNC,
1421,15356,RNC,
1658,15658,RNC,
5699,19652,RNs,
1721,15721,RPH,
7442,21151,RPH,
5167,19103,RPH,
6974,20926,RPH,
6285,20288,RPH,
7422,21131,RPH,
6770,20722,RPH,
6686,20638,RPH,
6504,20507,RPH,
5632,19635,RPH,
1484,15419,RPH,
1301,15236,RPH,
7200,21451,RPH,
1894,15894,RPh,
5231,19234,RPh,
3714,17715,RPh,
3776,17777,RPh,
6872,20824,RPh,
5717,19670,RPh,
1590,15525,RPh,
3702,17703,RPh,
3594,17595,RPh,
5986,19939,RPh,
1835,15835,RPh,
7357,21066,RPh,
1153,15153,RPh,
358,14289,RPh,
1342,15277,RPh,
7552,21261,RPh,
3337,17289,RPh,
628,14559,RPh,
2506,16452,RPh,
1924,15924,RPh,
2076,16514,RPh,
5907,19860,RPh,
3534,17535,RPh,
1346,15281,RPh,
2646,16646,RPh,
7331,21040,RPh,
5702,19655,RPh,
6476,20479,RPh,
1620,15555,RPh,
4161,18110,RPh,
7365,21074,RPh,
408,14339,RPh,
5117,19053,RPh,
3853,18312,RPh,
5033,18969,RPh,
7005,20957,RPh,
819,14819,RPh,
5034,18970,RPh,
6922,20874,RPh,
1703,15703,RPh,
121,14183,RPh,
2842,16842,RPh,
5109,19045,RPh,
1253,15188,RPh,
1255,15190,RPh,
5068,19004,RPh,
526,14457,RPh,
3701,17702,RPh,
4540,18541,RPh,
604,14535,RPh,
6656,20608,RRT,
6241,20244,RRT,
2974,16975,RRT,
1019,15019,RRT,
7409,21118,RRT,
6033,19986,RRT,
1908,15908,RRT,
3668,17669,RRT,
5695,19648,RRT,
6032,19985,RRT,
1504,15439,RRT,
5582,19585,RRT,
1340,15275,RRT,
4009,17958,RRT,
1503,15438,RRT,
6067,20020,RRT,
3476,17477,RRT,
2848,16848,RRT,
4643,18645,RRT,
809,14809,RRT,
2954,16954,RRT,
3098,17050,RRT,
4289,18238,RRT,
3323,17275,RRT,
506,14437,RRT,
6962,20914,RRT,
1541,15476,RRT,
6880,20832,RRT,
6804,20756,RRT,
7549,21258,RRT,
6237,20240,RRT,
3322,17274,RRT,
7488,21197,RRT,
6028,19981,RRT,
1963,15963,RRT,
4668,18670,RRT,
6571,21005,RRT,
4636,18638,RRT,
1061,15061,RRT,
7388,21097,RRT,
1194,15597,RRT,
345,14743,RRT,
5818,19771,RRT,
5949,19902,RRT,
7333,21042,RRT,
1256,15191,RRT,
398,14329,RRT,
1929,15929,RRT,
4799,18734,RRT,
7012,20964,RRT,
4215,18164,RRT,
3219,17171,RRT,
105,14167,RRT,
6208,20211,RRT,
174,14236,RRT,
3397,17398,RRT,
4365,18366,RRT,
6125,20078,RRT,
2941,16941,RRT,
4624,18626,RRT,
1903,15903,RRT,
1162,15162,RRT,
3486,17487,RRT,
3151,17103,RRT,
1917,15917,RRT,
7344,21053,RRT,
1796,15796,RRT,
2328,16274,RRT,
5271,19274,RRT,
862,14862,RRT,
1398,15333,RRT,
4238,18187,RRT,
4501,18502,RRT,
7342,21051,RRT,
3746,17747,RTS,
5427,19430,RTS,
4144,18093,RTS,
3321,17273,RTS,
7043,21294,RTS,
3326,17278,Res,
5206,19209,Res,
6993,20945,Res,
6819,20771,Res,
3996,17945,Res,
3923,17872,Res,
3502,17503,Res,
2158,16104,Res,
3103,17055,Res,
1315,15250,Res,
3393,17345,Res,
2882,16882,Res,
5509,19512,Res,
5866,19819,Res,
5832,19785,Res,
2877,16877,Res,
6513,20516,Rph,
4756,19155,SNP,
926,14926,SNP,
6964,20916,SNP,
1513,15448,SNP,
3591,17592,SNP,
4308,18257,SNP,
208,14270,SNP,
3711,17712,SNP,
6600,20552,SPG,
3395,17396,SRN,
3582,17583,SRN,
1991,15991,SRN,
3252,17204,SRN,
1783,15783,SRT,
1296,15231,SRT,
3993,17942,SRT,
3088,17040,SRT,
4173,18122,SRT,
5955,19908,SRT,
435,14366,SRT,
1723,15723,SRT,
951,14951,SRT,
3786,17787,SRT,
2501,16447,SRT,
4634,18636,SRT,
2610,16610,SRT,
2272,16218,SRT,
2166,16112,SRT,
7049,21300,SRT,
5594,19597,STD,
2958,16958,STD,
5831,19784,STD,
6493,20496,STD,
489,14420,STD,
5066,19002,STD,
3527,17528,STD,
200,14262,STD,
3525,17526,STD,
6230,20233,STD,
3450,17451,STD,
7219,21470,STD,
3236,17188,STD,
2601,16601,STD,
5258,19261,STN,
5301,19304,Stu,
1515,15450,Stu,
5093,19029,Stu,
375,14306,Stu,
2357,16303,Stu,
2881,16881,Stu,
325,14723,U A,
2719,16719,UCO,
6011,19964,UCO,
4322,18323,UCO,
2306,16252,UCO,
3597,17598,UCO,
1163,15163,UCO,
7379,21088,UCO,
5090,19026,UCO,
5595,19598,UCO,
5816,19769,UCO,
2832,16832,UCO,
2432,16378,UCO,
3806,18265,UCO,
4585,18586,UCO,
1831,15831,UCO,
6567,21001,UCO,
382,14313,UCO,
1939,15939,UCO,
7445,21154,UCO,
2823,16823,UCO,
4434,18435,UCO,
7305,21556,cda,
4945,18881,mcd,
7278,21529,nnp,
7481,21190,res,
7262,21513,rrt,
7311,21562,rrt,
4553,18554,rts,
3968,17917,std,
6525,20528,std,
6890,20842,std,
4024,17973,std,
3713,17714,std,
5822,19775,std,
3896,17845,std,
4542,18543,BSMT,
1435,15370,CCRN,
3380,17332,CPhT,
2611,16611,Coor,
1662,15662,Coor,
5431,19434,ISCS,
6634,20586,MS V,
1631,15566,MSII,
4545,18546,MSIV,
2980,16981,MSIV,
4563,18564,MSIV,
192,14254,MSIV,
5680,20123,MSIV,
5383,19386,MSIV,
2596,16596,MSIV,
3712,17713,MSIV,
431,14362,MSIV,
2717,16717,MSIV,
1259,15194,MSIV,
5878,19831,MSIV,
6232,20235,MSIV,
5043,18979,MSIV,
773,14773,NEOB,
5116,19052,PA-C,
2858,16858,PHaD,
6675,20627,PHaD,
3074,17026,PhaD,
2829,16829,Prog,
441,14372,R.Ph,
5531,19534,RNCM,
3825,18284,RNCM,
4008,17957,RPHS,
6325,20328,RRTs,
5462,19465,RRTs,
5166,19102,RRTs,
3572,17573,RRTs,
6487,20490,RRTs,
7413,21122,RRTs,
699,14630,RRts,
3492,17493,RTSt,
5132,19068,SNNP,
4316,18317,SNNP,
4902,18838,SNNP,
5565,19568,StPh,
6744,20696,StPh,
2918,16918,Stud,
6256,20259,Admin,
3662,17663,Admin,
2165,16111,Admin,
7289,21540,CO-Op,
4552,18553,Co-Wk,
393,14324,CoWkr,
5958,19911,CoWkr,
6216,20219,CoWkr,
991,14991,CoWkr,
7458,21167,CoWkr,
624,14555,CoWkr,
5597,19600,CoWkr,
4378,18379,CoWkr,
3192,17144,CoWkr,
4225,18174,CoWkr,
147,14209,CoWkr,
3504,17505,Coord,
1009,15009,HMSIV,
6865,20817,HMSIV,
6180,20183,HMSIV,
6071,20024,ISOPS,
2390,16336,LICSW,
3664,17665,LICSW,
369,14300,LICSW,
3207,17159,LICSW,
4315,18316,LICSW,
4369,18370,LICSW,
322,14720,LICSW,
4435,18436,LICSW,
1818,15818,LICSW,
3764,17765,LICSW,
5527,19530,LICSW,
362,14293,LICSW,
517,14448,MEDST,
5388,19391,"MS,RD",
161,14223,MedSt,
3029,17380,MedSt,
4118,18067,MedSt,
30,14092,MedSt,
6202,20205,MedSt,
4392,18393,MedSt,
1956,15956,MedSt,
2141,16087,MedSt,
5310,19313,MedSt,
3684,17685,MedSt,
7150,21401,MedSt,
5616,19619,MedSt,
560,14491,MedSt,
237,14012,MedSt,
5826,19779,MedSt,
840,14840,MedSt,
7491,21200,MedSt,
4204,18153,MedSt,
7335,21044,MedSt,
5513,19516,MedSt,
1719,15719,MedSt,
6760,20712,MedSt,
4560,18561,MedSt,
2161,16107,MedSt,
6106,20059,MedSt,
5022,18958,MedSt,
7288,21539,MedSt,
411,14342,Medst,
173,14235,Medst,
3437,17438,NsgSt,
221,14283,OTR/L,
2177,16123,OTR/L,
3944,17893,OTR/L,
6018,19971,OTR/L,
5412,19415,OTR/L,
2173,16119,OTR/L,
5524,19527,PrADM,
4249,18198,R.Ph.,
4004,17953,RN CM,
3823,18282,RNStu,
5011,18947,RNStu,
1551,15486,RTStu,
5058,18994,RTStu,
1677,15677,RTStu,
5670,20113,RTStu,
2824,16824,RTStu,
4387,18388,RTStu,
5059,18995,RTStu,
4425,18426,SWInt,
2183,16129,StNRS,
4192,18141,StNur,
336,14734,StPHa,
6570,21004,StPHa,
2845,16845,StPHa,
4780,19179,StuRN,
2060,16498,COOPST,
2479,16425,Co-Wkr,
6910,20862,Co-Wkr,
1105,15105,Co-Wkr,
1602,15537,Co-wkr,
3838,18297,CoOPSt,
771,14771,CoOPSt,
5002,18938,CoOPSt,
6007,19960,CoOPst,
4307,18256,CoOpSt,
100,14162,CoOpSt,
5030,18966,CoOpSt,
1994,15994,CoOpSt,
4121,18070,CoOpSt,
1115,15115,CoOpst,
6323,20326,CoOpst,
6717,20669,CoOpst,
994,14994,CoWker,
1969,15969,CoWker,
4743,19142,CoWker,
970,14970,CoWker,
4152,18101,CoWker,
4456,18457,CoWker,
4333,18334,CoWker,
1686,15686,CoWker,
6492,20495,CoWker,
889,14889,CoWker,
5123,19059,CoWker,
6956,20908,CoWker,
3289,17241,CoWker,
3831,18290,CoWker,
5681,20124,CoWker,
6221,20224,CoWker,
2846,16846,CoWker,
3171,17123,CoWker,
5606,19609,CoWker,
1684,15684,CoWker,
4871,18807,CoWker,
4007,17956,CoWker,
2303,16249,CoWker,
6596,20548,CoWker,
1729,15729,CoWker,
1545,15480,CoWork,
5133,19069,CoWork,
3610,17611,Coop S,
2488,16434,CsMngm,
2566,16566,DataMg,
6955,20907,DietIn,
5497,19500,DietIn,
3269,17221,DietIn,
3108,17060,DietIn,
1589,15524,DietIn,
6316,20319,HMS IV,
6841,20793,IS Int,
2906,16906,ISSUPP,
7078,21329,ISSupp,
2126,16072,ISSupp,
3385,17337,ISSupp,
4539,18540,ISSupp,
3283,17235,ISSupp,
5713,19666,ISSupp,
6798,20750,ISSupp,
7439,21148,"MD,PhD",
4171,18120,MSWint,
4250,18199,MTASCP,
976,14976,Med ST,
1319,15254,Med St,
4821,18756,Med St,
4396,18397,Med. S,
2938,16938,MedSt.,
4395,18396,MedStu,
5848,19801,MedStu,
550,14481,MedStu,
1562,15497,MedStu,
2589,16589,MedStu,
11,14073,MedStu,
3683,17684,MedStu,
5243,19246,MedStu,
5769,19722,MedStu,
5951,19904,MedStu,
7433,21142,MedStu,
6390,20393,MedStu,
7503,21212,MedStu,
6224,20227,MedStu,
6307,20310,MedStu,
5560,19563,MedStu,
800,14800,MedStu,
406,14337,MedStu,
4234,18183,MedStu,
6460,20463,MedStu,
2221,16167,MedStu,
1228,15631,MedStu,
780,14780,MedStu,
2120,16066,MedStu,
5079,19015,MedStu,
388,14319,MedStu,
3362,17314,MedStu,
5488,19491,MedStu,
4517,18518,MedStu,
1010,15010,MedSty,
6523,20526,Medica,
4648,18650,NStude,
3545,17546,NuStud,
4952,18888,Nur-St,
3832,18291,PH Stu,
7041,21292,Ph Stu,
6155,20158,Ph.Stu,
4081,18030,Ph.Stu,
6673,20625,Ph.Stu,
5530,19533,Ph.Stu,
2986,16987,PhStud,
451,14382,PhStud,
4996,18932,PhStud,
5374,19377,PhStud,
3733,17734,PhaStu,
3364,17316,PhaStu,
2798,16798,PharmD,
3828,18287,PharmD,
7372,21081,PracSt,
4123,18072,RD Int,
1213,15616,RD Int,
4989,18925,RD Int,
4972,18908,RN Stu,
2886,16886,"RN,RPh",
3661,17662,RT Stu,
6019,19972,RT Stu,
3200,17152,ReAssi,
2843,16843,ReschA,
5330,19333,Reside,
5008,18944,SW Int,
3633,17634,StNuIV,
3807,18266,StNuIV,
5953,19906,StNuIV,
4363,18364,StNurs,
850,14850,StNurs,
6437,20440,StNurs,
4309,18258,StNurs,
7323,21032,Stn MD,
6755,20707,StuNur,
5685,20128,StuNur,
6336,20339,Studen,
3301,17253,Studen,
2684,16684,Studen,
3606,17607,Studen,
3628,17629,Studen,
1080,15080,Studen,
1069,15069,Studen,
4935,18871,Studen,
743,14674,Studen,
2676,16676,Studen,
1672,15672,UCO/PC,
6997,20949,Unit A,
3919,17868,respst,
1782,15782,studen,
7294,21545,MS,RN
203,14265,NP,RN
2107,16053,NS,RN
1025,15025,RN,RN
726,14657,RN,RN
763,14763,RN,RN
3110,17062,RN,RN
5311,19314,RN,RN
4795,18730,RN,RN
4538,18539,RN,RN
4564,18565,RN,RN
6749,20701,RN,RN
7248,21499,RN,RN
2037,16037,RN,RN
3473,17474,RN,RN
1417,15352,RN,RN
1746,15746,RN,RN
1803,15803,RN,RN
4198,18147,RN,RN
4565,18566,RN,RN
4571,18572,RN,RN
6639,20591,RN,RN
6759,20711,RN,RN
6987,20939,RN,RN
939,14939,RN,RN
426,14357,RN,RN
1659,15659,RN,RN
2393,16339,RN,RN
4858,18793,RN,RN
3577,17578,RN,RN
3740,17741,RN,RN
4044,17993,RN,RN
4221,18170,RN,RN
4385,18386,RN,RN
4463,18464,RN,RN
7489,21198,RN,RN
3439,17440,RN,RN
2356,16302,RN,RN
2714,16714,RN,RN
4436,18437,RN,RN
6508,20511,RN,RN
5830,19783,RN,RN
5885,19838,RN,RN
7053,21304,RN,RN
7084,21335,RN,RN
7241,21492,RN,RN
248,14023,RN,RN
552,14483,RN,RN
2948,16948,RN,RN
2957,16957,RN,RN
1653,15653,RN,RN
5143,19079,RN,RN
4951,18887,RN,RN
4285,18234,RN,RN
4368,18369,RN,RN
4487,18488,RN,RN
6999,20951,RN,RN
5551,19554,RN,RN
7201,21452,RN,RN
7208,21459,RN,RN
772,14772,RN,RN
22,14084,RN,RN
386,14317,RN,RN
3484,17485,RN,RN
3343,17295,RN,RN
3573,17574,RN,RN
3744,17745,RN,RN
3857,17806,RN,RN
6169,20172,RN,RN
5811,19764,RN,RN
5954,19907,RN,RN
675,14606,RN,RN
802,14802,RN,RN
1075,15075,RN,RN
1897,15897,RN,RN
2062,16500,RN,RN
6100,20053,RN,RN
4601,18602,RN,RN
7548,21257,RN,RN
5674,20117,RN,RN
7064,21315,RN,RN
1023,15023,RN,RN
1029,15029,RN,RN
759,14759,RN,RN
3162,17114,RN,RN
1072,15072,RN,RN
1089,15089,RN,RN
1878,15878,RN,RN
2389,16335,RN,RN
2088,16526,RN,RN
5120,19056,RN,RN
5126,19062,RN,RN
7019,20971,RN,RN
953,14953,RN,RN
787,14787,RN,RN
16,14078,RN,RN
89,14151,RN,RN
1661,15661,RN,RN
2603,16603,RN,RN
5322,19325,RN,RN
5323,19326,RN,RN
4906,18842,RN,RN
4575,18576,RN,RN
6479,20482,RN,RN
6904,20856,RN,RN
6909,20861,RN,RN
6972,20924,RN,RN
7456,21165,RN,RN
5851,19804,RN,RN
891,14891,RN,RN
1001,15001,RN,RN
166,14228,RN,RN
2041,16041,RN,RN
3445,17446,RN,RN
2964,16964,RN,RN
3258,17210,RN,RN
1922,15922,RN,RN
2381,16327,RN,RN
2511,16457,RN,RN
4852,18787,RN,RN
3734,17735,RN,RN
3928,17877,RN,RN
7480,21189,RN,RN
2288,16234,RN,RN
3396,17397,RN,RN
1283,15218,RN,RN
1420,15355,RN,RN
1609,15544,RN,RN
1900,15900,RN,RN
2609,16609,RN,RN
6108,20061,RN,RN
7397,21106,RN,RN
6145,20148,RN,RN
5637,19640,RN,RN
160,14222,RN,RN
1400,15335,RN,RN
2617,16617,RN,RN
6077,20030,RN,RN
4291,18240,RN,RN
6420,20423,RN,RN
6629,20581,RN,RN
6117,20070,RN,RN
5608,19611,RN,RN
7046,21297,RN,RN
904,14904,RN,RN
784,14784,RN,RN
811,14811,RN,RN
3267,17219,RN,RN
3297,17249,RN,RN
1277,15212,RN,RN
1287,15222,RN,RN
1290,15225,RN,RN
1680,15680,RN,RN
4919,18855,RN,RN
4273,18222,RN,RN
6418,20421,RN,RN
6640,20592,RN,RN
6903,20855,RN,RN
3101,17053,RN,RN
3106,17058,RN,RN
3203,17155,RN,RN
2471,16417,RN,RN
2542,16542,RN,RN
2728,16728,RN,RN
4965,18901,RN,RN
3924,17873,RN,RN
4063,18012,RN,RN
4578,18579,RN,RN
6752,20704,RN,RN
7349,21058,RN,RN
5590,19593,RN,RN
5607,19610,RN,RN
7075,21326,RN,RN
1437,15372,RN,RN
1220,15623,RN,RN
2634,16634,RN,RN
5457,19460,RN,RN
3589,17590,RN,RN
6400,20403,RN,RN
6482,20485,RN,RN
6217,20220,RN,RN
2283,16229,RN,RN
946,14946,RN,RN
752,14683,RN,RN
2797,16797,RN,RN
3111,17063,RN,RN
5217,19220,RN,RN
6110,20063,RN,RN
4884,18820,RN,RN
801,14801,RN,RN
3463,17464,RN,RN
1741,15741,RN,RN
1767,15767,RN,RN
1833,15833,RN,RN
4423,18424,RN,RN
6670,20622,RN,RN
5593,19596,RN,RN
5888,19841,RN,RN
7225,21476,RN,RN
985,14985,RN,RN
3475,17476,RN,RN
3477,17478,RN,RN
2901,16901,RN,RN
2926,16926,RN,RN
3145,17097,RN,RN
1055,15055,RN,RN
5460,19463,RN,RN
4925,18861,RN,RN
4055,18004,RN,RN
5559,19562,RN,RN
934,14934,RN,RN
709,14640,RN,RN
3456,17457,RN,RN
3460,17461,RN,RN
3184,17136,RN,RN
3296,17248,RN,RN
1493,15428,RN,RN
4992,18928,RN,RN
4067,18016,RN,RN
4326,18327,RN,RN
6332,20335,RN,RN
6696,20648,RN,RN
6864,20816,RN,RN
7399,21108,RN,RN
674,14605,RN,RN
151,14213,RN,RN
1674,15674,RN,RN
4910,18846,RN,RN
6672,20624,RN,RN
6856,20808,RN,RN
6990,20942,RN,RN
7353,21062,RN,RN
5688,20131,RN,RN
2254,16200,RN,RN
3170,17122,RN,RN
1351,15286,RN,RN
1373,15308,RN,RN
1858,15858,RN,RN
1919,15919,RN,RN
4693,18695,RN,RN
3612,17613,RN,RN
3842,18301,RN,RN
6762,20714,RN,RN
6866,20818,RN,RN
7341,21050,RN,RN
7434,21143,RN,RN
657,14588,RN,RN
666,14597,RN,RN
338,14736,RN,RN
2704,16704,RN,RN
5332,19335,RN,RN
4507,18508,RN,RN
4591,18592,RN,RN
2338,16284,RN,RN
150,14212,RN,RN
480,14411,RN,RN
2960,16960,RN,RN
2649,16649,RN,RN
5114,19050,RN,RN
4747,19146,RN,RN
4775,19174,RN,RN
3798,17799,RN,RN
4135,18084,RN,RN
6916,20868,RN,RN
7347,21056,RN,RN
5728,19681,RN,RN
5938,19891,RN,RN
2837,16837,RN,RN
3178,17130,RN,RN
1470,15405,RN,RN
1496,15431,RN,RN
1224,15627,RN,RN
